exchange,shortname,symbol,longname,sector,industry,origin,type,currency
NMS,Insulet Corporation,PODD,Insulet Corporation,Healthcare,Medical Devices,alpaca,stock,USD
NYQ,"West Pharmaceutical Services, I",WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,alpaca,stock,USD
NMS,PTC Inc.,PTC,PTC Inc.,Technology,Software—Application,alpaca,stock,USD
NYQ,Dow Inc.,DOW,Dow Inc.,Basic Materials,Chemicals,alpaca,stock,USD
NYQ,Packaging Corporation of Americ,PKG,Packaging Corporation of America,Consumer Cyclical,Packaging & Containers,alpaca,stock,USD
NYQ,KeyCorp,KEY,KeyCorp,Financial Services,Banks—Regional,alpaca,stock,USD
NYQ,Coterra Energy Inc.,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,alpaca,stock,USD
NYQ,"Qnity Electronics, Inc.",Q,"Qnity Electronics, Inc.",Technology,Semiconductor Equipment & Materials,alpaca,stock,USD
NYQ,Weyerhaeuser Company,WY,Weyerhaeuser Company,Real Estate,REIT—Specialty,alpaca,stock,USD
NYQ,HP Inc.,HPQ,HP Inc.,Technology,Computer Hardware,alpaca,stock,USD
NYQ,"Tyler Technologies, Inc.",TYL,"Tyler Technologies, Inc.",Technology,Software—Application,alpaca,stock,USD
NYQ,Texas Pacific Land Corporation,TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P,alpaca,stock,USD
NYQ,Genuine Parts Company,GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,alpaca,stock,USD
NYQ,Snap-On Incorporated,SNA,Snap-on Incorporated,Industrials,Tools & Accessories,alpaca,stock,USD
NMS,Trimble Inc.,TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,alpaca,stock,USD
NYQ,Las Vegas Sands Corp.,LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,alpaca,stock,USD
NYQ,"Rollins, Inc.",ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,alpaca,stock,USD
NMS,Principal Financial Group Inc,PFG,"Principal Financial Group, Inc.",Financial Services,Asset Management,alpaca,stock,USD
NYQ,"DuPont de Nemours, Inc.",DD,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,alpaca,stock,USD
NYQ,International Flavors & Fragran,IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,alpaca,stock,USD
NYQ,Aptiv PLC,APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,alpaca,stock,USD
NYQ,Global Payments Inc.,GPN,Global Payments Inc.,Industrials,Specialty Business Services,alpaca,stock,USD
NYQ,Fortive Corporation,FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,alpaca,stock,USD
NYQ,"Zimmer Biomet Holdings, Inc.",ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical Devices,alpaca,stock,USD
NYQ,Loews Corporation,L,Loews Corporation,Financial Services,Insurance—Property & Casualty,alpaca,stock,USD
NYQ,Pentair plc.,PNR,Pentair plc,Industrials,Specialty Industrial Machinery,alpaca,stock,USD
NMS,"Evergy, Inc.",EVRG,"Evergy, Inc.",Utilities,Utilities—Regulated Electric,alpaca,stock,USD
NYQ,"McCormick & Company, Incorporat",MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,alpaca,stock,USD
NMS,Incyte Corporation,INCY,Incyte Corporation,Healthcare,Biotechnology,alpaca,stock,USD
NMS,Alliant Energy Corporation,LNT,Alliant Energy Corporation,Utilities,Utilities—Regulated Electric,alpaca,stock,USD
NMS,CDW Corporation,CDW,CDW Corporation,Technology,Information Technology Services,alpaca,stock,USD
NMS,"Charter Communications, Inc.",CHTR,"Charter Communications, Inc.",Communication Services,Telecom Services,alpaca,stock,USD
NYQ,"Tyson Foods, Inc.",TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,alpaca,stock,USD
NYQ,Jacobs Solutions Inc.,J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,alpaca,stock,USD
NYQ,"Lennox International, Inc.",LII,Lennox International Inc.,Industrials,Building Products & Equipment,alpaca,stock,USD
NMS,"Hologic, Inc.",HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,alpaca,stock,USD
NYQ,"Gartner, Inc.",IT,"Gartner, Inc.",Technology,Information Technology Services,alpaca,stock,USD
NYQ,Textron Inc.,TXT,Textron Inc.,Industrials,Aerospace & Defense,alpaca,stock,USD
NYQ,"Huntington Ingalls Industries, ",HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,alpaca,stock,USD
NMS,"The Cooper Companies, Inc.",COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,alpaca,stock,USD
NYQ,"Essex Property Trust, Inc.",ESS,"Essex Property Trust, Inc.",Real Estate,REIT—Residential,alpaca,stock,USD
NGM,"The Trade Desk, Inc.",TTD,"The Trade Desk, Inc.",Communication Services,Advertising Agencies,alpaca,stock,USD
NYQ,Mid-America Apartment Communiti,MAA,"Mid-America Apartment Communities, Inc.",Real Estate,REIT—Residential,alpaca,stock,USD
NMS,"F5, Inc.",FFIV,"F5, Inc.",Technology,Software—Infrastructure,alpaca,stock,USD
NMS,"J.B. Hunt Transport Services, I",JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,alpaca,stock,USD
NYQ,Invitation Homes Inc.,INVH,Invitation Homes Inc.,Real Estate,REIT—Residential,alpaca,stock,USD
NMS,Fox Corporation,FOXA,Fox Corporation,Communication Services,Entertainment,alpaca,stock,USD
NYQ,Deckers Outdoor Corporation,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,alpaca,stock,USD
NYQ,Ball Corporation,BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,alpaca,stock,USD
NMS,Viatris Inc.,VTRS,Viatris Inc.,Healthcare,Drug Manufacturers—Specialty & Generic,alpaca,stock,USD
NYQ,Masco Corporation,MAS,Masco Corporation,Industrials,Building Products & Equipment,alpaca,stock,USD
NMS,Gen Digital Inc.,GEN,Gen Digital Inc.,Technology,Software—Infrastructure,alpaca,stock,USD
NMS,"Super Micro Computer, Inc.",SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,alpaca,stock,USD
NYQ,Bunge Limited,BG,Bunge Global SA,Consumer Defensive,Farm Products,alpaca,stock,USD
NYQ,IDEX Corporation,IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,alpaca,stock,USD
NYQ,Avery Dennison Corporation,AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,alpaca,stock,USD
NMS,Nordson Corporation,NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,alpaca,stock,USD
NYQ,GoDaddy Inc.,GDDY,GoDaddy Inc.,Technology,Software—Infrastructure,alpaca,stock,USD
NYQ,Ralph Lauren Corporation,RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,alpaca,stock,USD
NYQ,"Builders FirstSource, Inc.",BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,alpaca,stock,USD
NYQ,Kimco Realty Corporation (HC),KIM,Kimco Realty Corporation,Real Estate,REIT—Retail,alpaca,stock,USD
NYQ,Allegion plc,ALLE,Allegion plc,Industrials,Security & Protection Services,alpaca,stock,USD
NYQ,"TKO Group Holdings, Inc.",TKO,"TKO Group Holdings, Inc.",Communication Services,Entertainment,alpaca,stock,USD
NMS,"Jack Henry & Associates, Inc.",JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,alpaca,stock,USD
NMS,"Moderna, Inc.",MRNA,"Moderna, Inc.",Healthcare,Biotechnology,alpaca,stock,USD
NYQ,Clorox Company (The),CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,alpaca,stock,USD
NYQ,"CF Industries Holdings, Inc.",CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,alpaca,stock,USD
NYQ,"Everest Group, Ltd.",EG,"Everest Group, Ltd.",Financial Services,Insurance—Reinsurance,alpaca,stock,USD
NYQ,"Best Buy Co., Inc.",BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,alpaca,stock,USD
NMS,"Akamai Technologies, Inc.",AKAM,"Akamai Technologies, Inc.",Technology,Software—Infrastructure,alpaca,stock,USD
NYQ,Invesco Ltd,IVZ,Invesco Ltd.,Financial Services,Asset Management,alpaca,stock,USD
NMS,Zebra Technologies Corporation,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,alpaca,stock,USD
NYQ,LyondellBasell Industries NV,LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,alpaca,stock,USD
NYQ,"Revvity, Inc.",RVTY,"Revvity, Inc.",Healthcare,Diagnostics & Research,alpaca,stock,USD
NYQ,"Stanley Black & Decker, Inc.",SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,alpaca,stock,USD
NMS,Domino's Pizza Inc,DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,alpaca,stock,USD
NYQ,"Healthpeak Properties, Inc.",DOC,"Healthpeak Properties, Inc.",Real Estate,REIT—Healthcare Facilities,alpaca,stock,USD
NYQ,"EPAM Systems, Inc.",EPAM,"EPAM Systems, Inc.",Technology,Information Technology Services,alpaca,stock,USD
NYQ,"Assurant, Inc.",AIZ,"Assurant, Inc.",Financial Services,Insurance—Property & Casualty,alpaca,stock,USD
NYQ,Solventum Corporation,SOLV,Solventum Corporation,Healthcare,Medical Instruments & Supplies,alpaca,stock,USD
NMS,"Host Hotels & Resorts, Inc.",HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT—Hotel & Motel,alpaca,stock,USD
NMS,"Hasbro, Inc.",HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,alpaca,stock,USD
NYQ,Camden Property Trust,CPT,Camden Property Trust,Real Estate,REIT—Residential,alpaca,stock,USD
NMS,Regency Centers Corporation,REG,Regency Centers Corporation,Real Estate,REIT—Retail,alpaca,stock,USD
NMS,"Align Technology, Inc.",ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,alpaca,stock,USD
NYQ,"Universal Health Services, Inc.",UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,alpaca,stock,USD
NYQ,The J.M. Smucker Company,SJM,The J. M. Smucker Company,Consumer Defensive,Packaged Foods,alpaca,stock,USD
NYQ,"UDR, Inc.",UDR,"UDR, Inc.",Real Estate,REIT—Residential,alpaca,stock,USD
NYQ,Globe Life Inc.,GL,Globe Life Inc.,Financial Services,Insurance—Life,alpaca,stock,USD
NYQ,Pinnacle West Capital Corporati,PNW,Pinnacle West Capital Corporation,Utilities,Utilities—Regulated Electric,alpaca,stock,USD
NYQ,"Dayforce, Inc.",DAY,"Dayforce, Inc.",Technology,Software—Application,alpaca,stock,USD
NYQ,Charles River Laboratories Inte,CRL,"Charles River Laboratories International, Inc.",Healthcare,Diagnostics & Research,alpaca,stock,USD
NMS,Bio-Techne Corp,TECH,Bio-Techne Corporation,Healthcare,Biotechnology,alpaca,stock,USD
NYQ,FactSet Research Systems Inc.,FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges,alpaca,stock,USD
NYQ,Baxter International Inc.,BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,alpaca,stock,USD
NYQ,Norwegian Cruise Line Holdings ,NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,alpaca,stock,USD
NYQ,The AES Corporation,AES,The AES Corporation,Utilities,Utilities—Diversified,alpaca,stock,USD
NMS,News Corporation,NWSA,News Corporation,Communication Services,Entertainment,alpaca,stock,USD
NYQ,Molina Healthcare Inc,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,alpaca,stock,USD
NMS,"Wynn Resorts, Limited",WYNN,"Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,alpaca,stock,USD
NYQ,"BXP, Inc.",BXP,"BXP, Inc.",Real Estate,REIT—Office,alpaca,stock,USD
NMS,Fox Corporation,FOX,Fox Corporation,Communication Services,Entertainment,alpaca,stock,USD
NYQ,Generac Holdlings Inc.,GNRC,Generac Holdings Inc.,Industrials,Specialty Industrial Machinery,alpaca,stock,USD
NMS,APA Corporation,APA,APA Corporation,Energy,Oil & Gas E&P,alpaca,stock,USD
NYQ,Alexandria Real Estate Equities,ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT—Office,alpaca,stock,USD
NMS,Pool Corporation,POOL,Pool Corporation,Industrials,Industrial Distribution,alpaca,stock,USD
NYQ,Mosaic Company (The),MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,alpaca,stock,USD
NMS,"Skyworks Solutions, Inc.",SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,alpaca,stock,USD
NYQ,Molson Coors Beverage Company,TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages—Brewers,alpaca,stock,USD
NYQ,"ConAgra Brands, Inc.",CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,alpaca,stock,USD
NYQ,A.O. Smith Corporation,AOS,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,alpaca,stock,USD
NYQ,Federal Realty Investment Trust,FRT,Federal Realty Investment Trust,Real Estate,REIT—Retail,alpaca,stock,USD
NYQ,"Franklin Resources, Inc.",BEN,"Franklin Resources, Inc.",Financial Services,Asset Management,alpaca,stock,USD
NMS,"Henry Schein, Inc.",HSIC,"Henry Schein, Inc.",Healthcare,Medical Distribution,alpaca,stock,USD
NYQ,"Paycom Software, Inc.",PAYC,"Paycom Software, Inc.",Technology,Software—Application,alpaca,stock,USD
NMS,"Match Group, Inc.",MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,alpaca,stock,USD
NYQ,MGM Resorts International,MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,alpaca,stock,USD
NYQ,Hormel Foods Corporation,HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,alpaca,stock,USD
NMS,Erie Indemnity Company,ERIE,Erie Indemnity Company,Financial Services,Insurance Brokers,alpaca,stock,USD
NYQ,"Lamb Weston Holdings, Inc.",LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,alpaca,stock,USD
NMS,The Campbell's Company,CPB,The Campbell's Company,Consumer Defensive,Packaged Foods,alpaca,stock,USD
NAS,BlackRock Liquidity Funds FedFu,BFBXX,BlackRock Liquidity Funds - FedFund,,,alpaca,stock,USD
NMS,News Corporation,NWS,News Corporation,Communication Services,Entertainment,alpaca,stock,USD
NYQ,DaVita Inc.,DVA,DaVita Inc.,Healthcare,Medical Care Facilities,alpaca,stock,USD
NMS,Paramount Skydance Corporation,PSKY,Paramount Skydance Corporation,Communication Services,Entertainment,alpaca,stock,USD
NGM,"Invesco QQQ Trust, Series 1",QQQ,Invesco QQQ Trust,,,yfinance,ETF,USD
PCX,iShares MSCI Germany Index Fund,EWG,iShares MSCI Germany ETF,,,yfinance,ETF,USD
PCX,SPDR S&P 500,SPY,SPDR S&P 500 ETF,,,yfinance,ETF,USD
PCX,SPDR Gold Shares,GLD,SPDR Gold Shares,,,yfinance,ETF,USD
PCX,United States Oil Fund,USO,"United States Oil Fund, LP",,,yfinance,ETF,USD
PCX,abrdn Physical Silver Shares ET,SIVR,abrdn Physical Silver Shares ETF,,,yfinance,ETF,USD
PCX,iShares MSCI Japan Index Fund,EWJ,iShares MSCI Japan ETF,,,yfinance,ETF,USD
NGM,iShares MSCI China ETF,MCHI,iShares MSCI China ETF,,,yfinance,ETF,USD
